央视频道,#genre#
NewTV炫舞未来,http://114.55.117.163:8081/iptv/itv.php?id=NewTV炫舞未来.m3u8&sign=1thrd3
NewTV怡伴健康,http://114.55.117.163:8081/iptv/itv.php?id=NewTV怡伴健康.m3u8&sign=1thrd3
NewTV中国功夫,http://114.55.117.163:8081/iptv/itv.php?id=NewTV中国功夫.m3u8&sign=1thrd3
NewTV黑莓电影,http://114.55.117.163:8081/iptv/itv.php?id=NewTV黑莓电影.m3u8&sign=1thrd3
NewTV黑莓动画,http://114.55.117.163:8081/iptv/itv.php?id=NewTV黑莓动画.m3u8&sign=1thrd3
NewTV哒啵电竞,http://114.55.117.163:8081/iptv/itv.php?id=NewTV哒啵电竞.m3u8&sign=1thrd3
NewTV哒啵赛事,http://114.55.117.163:8081/iptv/itv.php?id=NewTV哒啵赛事.m3u8&sign=1thrd3

SiTV频道,#genre#
SiTV动漫秀场,http://114.55.117.163:8081/iptv/itv.php?id=SiTV动漫秀场.m3u8&sign=1thrd3
SiTV都市剧场,http://114.55.117.163:8081/iptv/itv.php?id=SiTV都市剧场.m3u8&sign=1thrd3
SiTV法治天地,http://114.55.117.163:8081/iptv/itv.php?id=SiTV法治天地.m3u8&sign=1thrd3
SiTV欢笑剧场,http://114.55.117.163:8081/iptv/itv.php?id=SiTV欢笑剧场.m3u8&sign=1thrd3
SiTV欢笑剧场,http://114.55.117.163:8081/iptv/itv.php?id=SiTV欢笑剧场-4K.m3u8&sign=1thrd3
SiTV金色学堂,http://114.55.117.163:8081/iptv/itv.php?id=SiTV金色学堂.m3u8&sign=1thrd3
SiTV劲爆体育,http://114.55.117.163:8081/iptv/itv.php?id=SiTV劲爆体育.m3u8&sign=1thrd3
SiTV乐游,http://114.55.117.163:8081/iptv/itv.php?id=SiTV乐游.m3u8&sign=1thrd3
SiTV魅力足球,http://114.55.117.163:8081/iptv/itv.php?id=SiTV魅力足球.m3u8&sign=1thrd3
SiTV七彩戏剧,http://114.55.117.163:8081/iptv/itv.php?id=SiTV七彩戏剧.m3u8&sign=1thrd3
SiTV生活时尚,http://114.55.117.163:8081/iptv/itv.php?id=SiTV生活时尚.m3u8&sign=1thrd3
SiTV游戏风云,http://114.55.117.163:8081/iptv/itv.php?id=SiTV游戏风云.m3u8&sign=1thrd3

iHOT频道,#genre#
iHOT爱电竞,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱电竞.m3u8&sign=1thrd3
iHOT爱谍战,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱谍战.m3u8&sign=1thrd3
iHOT爱动漫,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱动漫.m3u8&sign=1thrd3
iHOT爱都市,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱都市.m3u8&sign=1thrd3
